circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	W300_1SF	W300_2SF	W300_3SF	W300_1PF	W300_2PF	W300_3PF	Z300_1SF	Z300_3SF	Z300_1PF	Z300_2PF	Z300_3PF
sus_circMBNL2_3	11:66535744|66536519	30.1157121350279	1.31574042061342	0.325870277533244	4.03762021677228	5.39961757596373e-05	0.0117501678028055	52.735255739784	50.0054820627525	40.4306031860288	24.1080599967573	33.3556811092337	48.0612756921175	16.8236476767036	21.7055932318871	15.4568940493521	17.513326173829	11.077014566861
sus_circMED12L_4	13:91310020|91314586	10.5276427345927	4.25226080141373	0.919999837072827	4.62202342876842	3.80015082797173e-06	0.00181090718251742	6.93884943944526	3.48875456251761	2.02153015930144	10.1507621038978	42.4526850481156	45.6091697894585	1.12157651178024	0	1.81845812345319	1.09458288586431	1.1077014566861
sus_circMICU3_26	17:4802543|4823695	4.74046807396442	4.70015224977355	1.0969856612633	4.28460682372167	1.83062635761983e-05	0.00541751648397507	9.71438921522336	13.9550182500705	3.03229523895216	13.9572978928595	1.51616732314699	8.82758124957261	0	1.14239964378353	0	0	0
sus_circRB1_7	11:19200035|19204789	13.2848277664783	1.60843587891519	0.469521399059253	3.42569237981037	0.000613234484082691	0.0490212137582021	12.4899289910015	23.2583637501174	13.1399460354594	10.1507621038978	36.3880157555277	19.1264260407407	6.72945907068145	3.4271989313506	8.18306155553933	4.37833154345725	8.86161165348877
sus_circRETSAT_4	3:59405322|59414031	3.84046405314387	3.94175279206534	1.04937210619924	3.75629652129989	0.000172446358130793	0.025017495733271	4.16330966366715	9.30334550004697	4.04306031860288	12.6884526298723	1.51616732314699	8.82758124957261	0.560788255890121	1.14239964378353	0	0	0
sus_circSETBP1_1	1:94314527|94315177	26.7248407322102	1.40652699679728	0.376990756334311	3.73093231906722	0.000190772473572649	0.026687706392288	19.4287784304467	31.3987910626585	42.4521333453302	55.8291915714381	39.4203504018216	35.3103249982904	11.7765533736925	19.4207939443201	8.18306155553933	21.8916577172863	8.86161165348877
sus_circSH3GLB1_9	4:129368386|129385680	29.5565869353102	1.22350239114488	0.349963956450546	3.49608114948197	0.000472145089091881	0.0438728685048398	55.5107955155621	44.1908911252231	36.3875428674259	25.3769052597446	45.4850196944096	32.8582190956314	16.2628594208135	17.7071944786448	11.8199778024457	29.5537379183365	9.96931311017486
sus_circUHRF1BP1L_72	5:84007999|84034579	3.28840767655784	4.71063267814016	1.12577088718583	4.18436178423097	2.8596837399336e-05	0.00746758747287995	12.4899289910015	3.48875456251761	5.0538253982536	7.61307157792337	3.03233464629397	3.92336944425449	0	0.571199821891766	0	0	0
sus_circUTRN_108	1:20819147|20821172	7.03455556614469	1.99939662850731	0.568893422256588	3.51453637937392	0.000440522328709641	0.0432548018089266	5.55107955155621	8.1404273125411	12.1291809558086	15.2261431558467	10.6131712620289	12.7509506938271	3.36472953534073	2.85599910945883	4.54614530863296	1.09458288586431	1.1077014566861
sus_circXPO7_23	14:6264128|6268940	7.85865205254511	3.2073261668879	0.935742965686924	3.42757176329231	0.000609005314666625	0.0490212137582021	0	2.32583637501174	4.04306031860288	5.07538105194892	30.3233464629397	37.2720097204177	1.12157651178024	1.14239964378353	1.81845812345319	0	3.32310437005829
sus_circZMYM2_19	11:675689|683082	9.26615967570192	1.95839727214651	0.508073408300602	3.8545557396852	0.000115939967743894	0.020642584256947	19.4287784304467	6.97750912503523	17.1830063540622	15.2261431558467	16.6778405546168	8.82758124957261	3.36472953534073	3.99839875324236	3.63691624690637	3.28374865759294	3.32310437005829
sus_circB4GALT6_10	6:115546277|115574834	15.9251917607174	-2.7300689479925	0.582672842057518	-4.68542336442549	2.79381823035395e-06	0.00181090718251742	8.32661932733431	1.16291818750587	2.02153015930144	3.80653578896169	6.06466929258795	5.88505416638174	54.9572490772319	45.6959857513413	26.3676427900712	13.1349946303718	7.75391019680267
sus_circB4GALT6_9	6:115537831|115574834	4.76004300578841	-3.93170149915184	1.01090943054958	-3.88927175900848	0.000100545478662703	0.0196918319960904	0	0	3.03229523895216	0	0	0.490421180531812	15.7020711649234	19.9919937662118	5.45537437035956	5.47291442932157	2.21540291337219
sus_circBRD4_9	2:62312200|62313757	4.78078749050508	-3.16838596156655	0.854948414439285	-3.70593816896488	0.000210609679005634	0.0280442388414959	0	1.16291818750587	0	0	0	3.43294826372268	10.0941886060222	14.8511953691859	5.45537437035956	10.9458288586431	6.64620874011657
sus_circENSSSCG00000012362_22	X:50389422|50425041	3.62171031878423	-3.86354701305602	1.00825736372335	-3.83190557496996	0.000127154544661065	0.0216549718016257	2.7755397757781	0	0	0	0	0.490421180531812	5.60788255890121	11.9951962597271	9.09229061726593	7.66208020105019	2.21540291337219
sus_circENSSSCG00000037775_3	AEMK02000452.1:3658935|3676900	2.65520043974009	-4.87065720551699	1.35797826885431	-3.58669745844035	0.000334892492642014	0.0385815851081991	0	0	0	0	0	0	8.41182383835181	0	0.909229061726593	4.37833154345725	15.5078203936053
sus_circENSSSCG00000045477,ENSSSCG00000009633_2	14:7274779|7366524	4.64127469300843	-5.69958657937519	1.00798631795208	-5.65442851541377	1.56365657719449e-08	3.06242140643541e-05	0	0	0	0	0	0	9.53340035013206	13.1375959035106	11.8199778024457	4.37833154345725	12.1847160235471
sus_circENSSSCG00000045919_13	9:121610724|121631279	6.07078441987902	-3.08934685530174	0.818013237138066	-3.77664653216402	0.000158954060087009	0.0249049221344326	5.55107955155621	0	0	3.80653578896169	0	0	14.019706397253	5.1407983970259	11.8199778024457	12.0404117445074	14.4001189369192
sus_circENSSSCG00000050244_59	12:59320434|59323398	2.30555259389343	-4.65596517411173	1.22967520615995	-3.78633736029488	0.000152884080863492	0.0249049221344326	0	0	0	0	0	0	1.12157651178024	5.71199821891766	0.909229061726593	8.75666308691451	8.86161165348877
sus_circFCHSD2_23	9:7476478|7481586	44.4853676655937	-1.47669997086915	0.282028203846253	-5.23600104787454	1.640930207731e-07	0.000160688090592058	23.5920880941139	19.7696091875998	25.269126991268	21.5703694707829	22.7425098472048	32.8582190956314	60.5651316361331	85.6799732837649	72.7383249381274	51.4453956356227	73.1082961412823
sus_circLIFR_19	16:23740869|23746765	6.62073337028347	-2.35705976458158	0.670146770854097	-3.51722916097548	0.000436077122567358	0.0432548018089266	0	1.16291818750587	1.01076507965072	0	9.09700393888192	2.94252708319087	11.2157651178024	11.4239964378353	17.2753521728053	10.9458288586431	7.75391019680267
sus_circODR4_27	9:127566656|127577646	9.34500792359018	-4.58063076247517	0.777493239836721	-5.8915377366331	3.82618257763328e-09	1.49871571565896e-05	2.7755397757781	1.16291818750587	0	0	0	0.980842361063623	26.3570480268357	15.4223951910777	20.9122684197116	21.8916577172863	13.2924174802331
sus_circSEC24B_26	8:112685624|112686605	8.07033486805802	-2.7316823260734	0.777898948053673	-3.51161591477678	0.00044539118305277	0.0432548018089266	0	3.48875456251761	0	2.53769052597446	4.54850196944096	2.94252708319087	6.72945907068145	16.5647948348612	13.6384359258989	37.2158181193867	1.1077014566861
sus_circSTXBP3_9	4:111245266|111251135	49.2068563439506	-1.39208586776223	0.354171598671638	-3.93054065595156	8.47550598516732e-05	0.017472924707316	23.5920880941139	30.2358728751527	18.193771433713	29.1834410487063	54.5820236332915	16.1838989575498	44.8630604712097	82.2527743524143	63.6460343208615	75.5262191246376	103.016235471807
sus_circTTC13_2	14:59432075|59439450	19.5781066322754	-1.76068267470155	0.482650513294061	-3.64794530660497	0.000264345891060359	0.0313770562207099	6.93884943944526	3.48875456251761	18.193771433713	10.1507621038978	1.51616732314699	14.2222142354225	25.7962597709456	41.1263871762072	25.4584137283446	17.513326173829	50.9542670075604
sus_circU6,MVB12B_8	1:266981815|266999838	7.52231182927238	-1.92941407345479	0.564125844696245	-3.42018379692157	0.000625788395684785	0.0490242629179461	6.93884943944526	1.16291818750587	5.0538253982536	0	1.51616732314699	4.41379062478631	10.0941886060222	11.9951962597271	11.8199778024457	13.1349946303718	16.6155218502914
sus_circUBAP2_5	10:32800584|32827084	36.1298420566414	-1.53519190507072	0.415956467836279	-3.690751373711	0.000223592604200826	0.0282520074404721	16.6532386546686	40.7021365627055	10.1076507965072	21.5703694707829	4.54850196944096	22.0689531239315	61.6867081479133	55.4063827235013	69.101408691221	65.6749731518588	29.9079393305246
sus_circUGP2_12	3:78013714|78014790	4.84413469566412	-2.38452351251761	0.685266086235601	-3.4797045416571	0.000501967030309215	0.0438728685048398	1.38776988788905	1.16291818750587	2.02153015930144	0	1.51616732314699	2.94252708319087	10.0941886060222	6.85439786270119	6.36460343208615	8.75666308691451	12.1847160235471
sus_circUSP18_2	5:70205042|70206412	2.7319716017092	-4.37912121671035	1.1322607959528	-3.86759060488824	0.000109915994375655	0.0205019499985449	0	0	0	1.26884526298723	0	0	5.60788255890121	7.99679750648473	0.909229061726593	10.9458288586431	3.32310437005829
sus_circX:49742406|49742743	X:49742406|49742743	11.4978597377993	-3.21976378690321	0.60737821724801	-5.30108537887932	1.15116234130461e-07	0.000150303429696339	6.93884943944526	0	1.01076507965072	5.07538105194892	0	1.96168472212725	17.3844359325937	18.8495941224283	40.0060787159701	16.4187432879647	18.8309247636636
